keyword,file,line_start,line_end,snippet
hallucination,apps/web/lib/theory-gen/services/generation-service.ts,137,137,const hallucinations = await this.citationVerificationService.detectHallucinations(
verification,apps/web/lib/theory-gen/services/generation-service.ts,137,137,const hallucinations = await this.citationVerificationService.detectHallucinations(
verification,apps/web/lib/theory-gen/services/generation-service.ts,140,140,verifications
hallucination,apps/web/lib/theory-gen/services/generation-service.ts,143,143,for (const hallucination of hallucinations) {
hallucination,apps/web/lib/theory-gen/services/generation-service.ts,146,146,const isDangerous = dangerousPatterns.some(p => p.test(hallucination.claim));
hallucination,apps/web/lib/theory-gen/services/generation-service.ts,148,148,await this.auditService.saveHallucinationCheck(
hallucination,apps/web/lib/theory-gen/services/generation-service.ts,150,150,"hallucination,"
ENAMED,apps/web/lib/theory-gen/services/generation-service.ts,315,315,Você é um educador médico especializado em preparação para ENAMED (Exame Nacional de Avaliação da Formação Médica).
ENAMED,apps/web/lib/theory-gen/services/generation-service.ts,351,351,- Preparação para ENAMED - foco em clínica prática
Grok,apps/web/lib/theory-gen/services/generation-service.ts,421,421,* Generate content using Grok LLM
Grok,apps/web/lib/theory-gen/services/generation-service.ts,453,453,// Call Grok API for generation
Grok,apps/web/lib/theory-gen/services/generation-service.ts,505,505,"console.error('Error calling Grok LLM:', error);"
Grok,apps/web/lib/theory-gen/services/llm-client.ts,5,5,* - Theory content generation (using Grok-4-fast-reasoning)
ENAMED,apps/web/lib/theory-gen/services/llm-client.ts,42,42,"'You are an expert medical educator for ENAMED preparation. Generate comprehensive, accurate medical theory content. Always respond with valid JSON.',"
guideline,apps/web/lib/theory-gen/services/research-service.ts,6,6,* - Brazilian guideline search
guideline,apps/web/lib/theory-gen/services/research-service.ts,7,7,"* - International guidelines (UpToDate, PubMed)"
guideline,apps/web/lib/theory-gen/services/research-service.ts,31,31,"* Combines Darwin-MFC data, Brazilian guidelines, international evidence, and web research"
guideline,apps/web/lib/theory-gen/services/research-service.ts,47,47,"brazilianGuidelines,"
guideline,apps/web/lib/theory-gen/services/research-service.ts,48,48,"internationalGuidelines,"
guideline,apps/web/lib/theory-gen/services/research-service.ts,52,52,"this.searchBrazilianGuidelines(topic),"
guideline,apps/web/lib/theory-gen/services/research-service.ts,53,53,"this.searchInternationalGuidelines(topic),"
guideline,apps/web/lib/theory-gen/services/research-service.ts,77,77,if (brazilianGuidelines.status === 'fulfilled') {
guideline,apps/web/lib/theory-gen/services/research-service.ts,78,78,sources.push(...(brazilianGuidelines.value || []));
guideline,apps/web/lib/theory-gen/services/research-service.ts,80,80,if (internationalGuidelines.status === 'fulfilled') {
guideline,apps/web/lib/theory-gen/services/research-service.ts,81,81,sources.push(...(internationalGuidelines.value || []));
guideline,apps/web/lib/theory-gen/services/research-service.ts,155,155,"* Search Brazilian medical guidelines (SBC, FEBRASGO, SBP, etc.)"
guideline,apps/web/lib/theory-gen/services/research-service.ts,157,157,private async searchBrazilianGuidelines(
guideline,apps/web/lib/theory-gen/services/research-service.ts,171,171,const query = `${topic} diretriz guideline 2024 2025`;
guideline,apps/web/lib/theory-gen/services/research-service.ts,179,179,"console.error('Error searching Brazilian guidelines:', error);"
guideline,apps/web/lib/theory-gen/services/research-service.ts,185,185,"* Search international guidelines (UpToDate, PubMed, NHS)"
guideline,apps/web/lib/theory-gen/services/research-service.ts,187,187,private async searchInternationalGuidelines(
guideline,apps/web/lib/theory-gen/services/research-service.ts,191,191,"`${topic} guideline recommendations 2024 2025`,"
guideline,apps/web/lib/theory-gen/services/research-service.ts,250,250,"'brazilian_guideline': 'Diretriz Brasileira',"
guideline,apps/web/lib/theory-gen/services/research-service.ts,276,276,// Guidelines get A
guideline,apps/web/lib/theory-gen/services/research-service.ts,277,277,if (source.snippet.toLowerCase().includes('guideline')) {
hallucination,apps/web/lib/theory-gen/services/validation-service.ts,23,23,"import CitationVerificationService, { CitationVerification, HallucinationCheck } from './citation-verification-service';"
verification,apps/web/lib/theory-gen/services/validation-service.ts,23,23,"import CitationVerificationService, { CitationVerification, HallucinationCheck } from './citation-verification-service';"
verification,apps/web/lib/theory-gen/services/validation-service.ts,26,26,private citationVerificationService = new CitationVerificationService();
hallucination,apps/web/lib/theory-gen/services/validation-service.ts,266,266,"* ENHANCED: Verify all citations are real and accurate, detect hallucinations"
verification,apps/web/lib/theory-gen/services/validation-service.ts,288,288,const verifications = await this.citationVerificationService.verifyAllCitations(
verification,apps/web/lib/theory-gen/services/validation-service.ts,298,298,const unreliable = verifications.filter(v => v.verificationScore < 0.5);
verification,apps/web/lib/theory-gen/services/validation-service.ts,308,308,const inaccessible = verifications.filter(v => !v.isAccessible && v.statusCode !== undefined && v.statusCode >= 400);
verification,apps/web/lib/theory-gen/services/validation-service.ts,318,318,const unreliableSources = verifications.filter(v => v.warnings && v.warnings.length > 0);
hallucination,apps/web/lib/theory-gen/services/validation-service.ts,336,336,// ===== NEW CHECK: Detect hallucinations =====
verification,apps/web/lib/theory-gen/services/validation-service.ts,338,338,const verifications = await this.citationVerificationService.verifyAllCitations(
hallucination,apps/web/lib/theory-gen/services/validation-service.ts,353,353,const hallucinations = await this.citationVerificationService.detectHallucinations(
verification,apps/web/lib/theory-gen/services/validation-service.ts,353,353,const hallucinations = await this.citationVerificationService.detectHallucinations(
verification,apps/web/lib/theory-gen/services/validation-service.ts,356,356,verifications
hallucination,apps/web/lib/theory-gen/services/validation-service.ts,359,359,hallucinations.forEach(h => {
verification,apps/web/scripts/deploy-migration-api.ts,212,212,"'citation_verification_audit',"
hallucination,apps/web/scripts/deploy-migration-api.ts,213,213,"'hallucination_audit',"
guideline,darwin-MFC/APS_MFC_FOCUS.md,91,91,"**Guideline SBU:** ""Decisão compartilhada"""
guideline,darwin-MFC/APS_MFC_FOCUS.md,253,253,- SBU - Guideline Câncer de Próstata 2023
verification,darwin-MFC/CHANGELOG.md,58,58,- **Production Checklist**: Launch readiness verification
guideline,darwin-MFC/CHANGELOG.md,148,148,- NP-NCD Operational Guidelines 2023-2030
guideline,darwin-MFC/CHANGELOG.md,150,150,- ICMR Cancer Guidelines 2023
guideline,darwin-MFC/CITATION.cff,18,18,"title: ""Darwin-MFC: Interactive Global Guide for Family and Community Medicine Screening Guidelines"""
guideline,darwin-MFC/CITATION.cff,69,69,"abstract: ""Interactive web application for comparative analysis of population screening guidelines in Family and Community Medicine. Supports 9 languages (Portuguese, English, Spanish, French, Russian, Arabic, Chinese, Greek, Hindi) with health-system-specific adaptations. Features dual view (descriptive vs. critical analysis), traffic-light comparisons, integrated clinical calculators, interactive genogram/ecomap, and academic export (PDF, BibTeX, CSV). Content includes oncology/child/adult/neonatal/prenatal screenings, ~145 diseases, 50+ medications, and CID-11/HPO ontologies. / Aplicação web interativa para análise comparativa de diretrizes de rastreamento populacional em Medicina de Família e Comunidade. Suporta 9 idiomas (Português, Inglês, Espanhol, Francês, Russo, Árabe, Chinês, Grego, Hindi) com adaptações específicas por sistema de saúde. Recursos incluem visão dual (descritiva vs. análise crítica), comparações semafóricas, calculadoras clínicas integradas, genograma/ecomapa interativos e exportação acadêmica (PDF, BibTeX, CSV). Conteúdo inclui rastreamentos oncológicos/infantil/adulto/neonatal/pré-natal, ~145 doenças, 50+ medicamentos e ontologias CID-11/HPO."""
guideline,darwin-MFC/CLAUDE.md,7,7,"**Darwin-MFC** is an academic Q1-standard (Nature/Cell level) interactive web application for comparative analysis of population-based screening programs and clinical protocols. It compares **official guidelines** (SUS/Brazil, USPSTF/USA, NHS/UK, NP-NCD/India, WHO) with **Medical Society recommendations** across multiple health domains."
verification,darwin-MFC/CLAUDE.md,24,24,npm run verify       # Run integration verification script
guideline,darwin-MFC/CLAUDE.md,120,120,- `TimelineChart.tsx`: Historical evolution of screening guidelines
guideline,darwin-MFC/CLAUDE.md,181,181,## Development Guidelines
guideline,darwin-MFC/CLAUDE.md,238,238,"This is an academic/scientific project for the **Darwin Medical Foundation Cluster (Darwin-MFC)** platform. The goal is Nature/Cell-level academic rigor for analyzing healthcare screening guidelines globally. Priority is given to accuracy, citations, and critical systemic analysis over features."
guideline,darwin-MFC/CONTENT_LICENSE,3,3,"This license applies to the clinical content, medical guidelines, disease information, medication data, and other clinical materials in the Darwin-MFC project."
guideline,darwin-MFC/CONTRIBUTING.md,384,384,- [NICE Guidelines](https://www.nice.org.uk/guidance)
verification,darwin-MFC/DEPLOYMENT.md,707,707,### Verification Checklist
guideline,darwin-MFC/DESIGN_SYSTEM.md,5,5,"Este projeto implementa um sistema de design premium inspirado nas Human Interface Guidelines da Apple, com foco em:"
guideline,darwin-MFC/DESIGN_SYSTEM.md,423,423,- [Apple Human Interface Guidelines](https://developer.apple.com/design/human-interface-guidelines/)
guideline,darwin-MFC/DESIGN_SYSTEM.md,426,426,- [iOS Color System](https://developer.apple.com/design/human-interface-guidelines/color)
verification,darwin-MFC/EXPORT_TEST_RESULTS.md,152,152,## 📊 Build Verification
verification,darwin-MFC/LAUNCH_VERIFICATION.md,1,1,# Darwin Design System - Launch Verification
verification,darwin-MFC/LAUNCH_VERIFICATION.md,5,5,Complete verification checklist and automated testing procedures for production launch.
verification,darwin-MFC/LAUNCH_VERIFICATION.md,12,12,2. [Automated Verification](#automated-verification)
verification,darwin-MFC/LAUNCH_VERIFICATION.md,16,16,6. [Accessibility Verification](#accessibility-verification)
verification,darwin-MFC/LAUNCH_VERIFICATION.md,37,37,**Verification**:
verification,darwin-MFC/LAUNCH_VERIFICATION.md,57,57,**Verification**:
verification,darwin-MFC/LAUNCH_VERIFICATION.md,88,88,**Verification**:
verification,darwin-MFC/LAUNCH_VERIFICATION.md,120,120,**Verification Tools**:
verification,darwin-MFC/LAUNCH_VERIFICATION.md,149,149,**Verification**:
verification,darwin-MFC/LAUNCH_VERIFICATION.md,182,182,**Verification**:
verification,darwin-MFC/LAUNCH_VERIFICATION.md,210,210,**Verification**:
guideline,darwin-MFC/LAUNCH_VERIFICATION.md,239,239,- [ ] Contributing guidelines present
verification,darwin-MFC/LAUNCH_VERIFICATION.md,256,256,## Automated Verification
verification,darwin-MFC/LAUNCH_VERIFICATION.md,258,258,### Quick Verification Script
verification,darwin-MFC/LAUNCH_VERIFICATION.md,265,265,# Darwin Design System - Launch Verification Script
verification,darwin-MFC/LAUNCH_VERIFICATION.md,268,268,"echo ""🚀 Darwin Design System - Launch Verification"""
verification,darwin-MFC/LAUNCH_VERIFICATION.md,360,360,"echo ""📊 Verification Results:"""
verification,darwin-MFC/LAUNCH_VERIFICATION.md,377,377,# Run verification
verification,darwin-MFC/LAUNCH_VERIFICATION.md,383,383,### Comprehensive Verification Checklist
verification,darwin-MFC/LAUNCH_VERIFICATION.md,521,521,## Accessibility Verification
verification,darwin-MFC/LAUNCH_VERIFICATION.md,624,624,- [ ] Run verification script
verification,darwin-MFC/LAUNCH_VERIFICATION.md,633,633,- [ ] Final staging verification
verification,darwin-MFC/LAUNCH_VERIFICATION.md,768,768,*Final Launch Verification Complete* ✅
DIF,darwin-MFC/PLANO_SUPERACAO_SOTA_DARWIN.md,504,504,## 💡 DIFERENCIAIS COMPETITIVOS ÚNICOS
verification,darwin-MFC/PRODUCTION_READINESS.md,5,5,Complete production readiness verification for Darwin-MFC with the new design system.
verification,darwin-MFC/PRODUCTION_READINESS.md,20,20,10. [Final Verification](#final-verification)
guideline,darwin-MFC/PRODUCTION_READINESS.md,367,367,- [ ] Contributing guidelines
